Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
06-10-2023 06:53,71.41.31.239,105.193.254.47,39911,27107,TCP,1386,Control,DNS,IoC Detected,67.43,,DDoS,Known Pattern A,Blocked,Medium,Anika Sharaf,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1),Segment C,"Guntakal, Rajasthan",,Log Data,,Server
06-10-2023 02:37,128.47.86.24,9.149.23.14,23021,31279,UDP,433,Control,DNS,,89.86,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Drishya Zachariah,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.3.1 (KHTML, like Gecko) Version/5.0.4 Safari/535.3.1",Segment C,"Giridih, Assam",,Log Data,Alert Data,Firewall
31-01-2021 03:12,182.232.245.98,153.211.183.215,32552,15521,UDP,531,Control,FTP,,87.23,,Malware,Known Pattern A,Blocked,High,Renee Ramachandran,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.47.5 (KHTML, like Gecko) Version/5.1 Safari/533.47.5",Segment C,"Katihar, Andhra Pradesh",183.242.33.16,Log Data,Alert Data,Firewall
28-08-2020 09:54,208.44.127.159,121.167.40.167,56607,33023,TCP,282,Control,HTTP,IoC Detected,44.4,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Anahi Apte,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.0),Segment A,"Shahjahanpur, Andhra Pradesh",180.52.47.153,,Alert Data,Firewall
29-05-2021 15:33,197.137.61.248,87.49.219.65,64351,43307,ICMP,1487,Control,HTTP,IoC Detected,45.42,,Intrusion,Known Pattern B,Blocked,Low,Faiyaz Som,Opera/8.62.(X11; Linux i686; ru-UA) Presto/2.9.184 Version/11.00,Segment C,"Solapur, Madhya Pradesh",,Log Data,Alert Data,Firewall
30-05-2022 18:26,69.60.34.24,160.208.108.125,19954,11594,UDP,563,Control,DNS,IoC Detected,25.7,,Intrusion,Known Pattern B,Ignored,Medium,Kavya Shenoy,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/61.0.892.0 Safari/533.0",Segment C,"Coimbatore, Telangana",,Log Data,Alert Data,Firewall
02-08-2022 19:15,110.207.118.63,172.36.150.79,63062,49527,TCP,1313,Control,HTTP,IoC Detected,69.2,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Tushar Borra,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/61.0.810.0 Mobile/41V682 Safari/536.0",Segment C,"Serampore, West Bengal",,Log Data,,Firewall
10-01-2023 12:29,188.40.103.145,84.139.233.32,39208,61136,UDP,350,Control,HTTP,,77.06,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Mannat Goyal,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.44.6 (KHTML, like Gecko) Version/5.0 Safari/535.44.6",Segment A,"Gudivada, Karnataka",,Log Data,Alert Data,Firewall
15-10-2020 19:05,99.8.190.190,91.166.229.253,12932,47900,TCP,373,Data,DNS,IoC Detected,3.87,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Tushar Shenoy,Opera/9.76.(X11; Linux i686; ha-NG) Presto/2.9.181 Version/12.00,Segment B,"Nellore, Tripura",,Log Data,Alert Data,Server
09-06-2021 18:55,128.62.6.140,4.104.218.143,11482,16459,ICMP,1155,Control,DNS,,25.93,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Jiya Devan,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/45.0.897.0 Safari/533.2",Segment B,"Ludhiana, Goa",40.171.118.90,,,Firewall
08-07-2020 08:08,211.43.37.93,93.146.128.133,18768,8138,TCP,521,Data,FTP,IoC Detected,60.57,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Yasmin Balan,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/10.1v4161.0 Mobile/63G518 Safari/532.2",Segment C,"Orai, Tamil Nadu",,Log Data,Alert Data,Server
23-09-2023 19:07,203.171.62.228,27.5.94.221,41615,15184,ICMP,1346,Data,FTP,IoC Detected,67.73,,Intrusion,Known Pattern A,Blocked,Low,Bhavin Chaudhari,Mozilla/5.0 (Android 7.1; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0,Segment A,"Jaunpur, Uttar Pradesh",,,Alert Data,Server
22-05-2022 03:10,115.120.220.179,72.56.150.150,34512,40467,UDP,1311,Control,DNS,IoC Detected,75.16,,DDoS,Known Pattern B,Blocked,Medium,Aniruddh Dani,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/16.4h8714.0 Mobile/30G353 Safari/534.2",Segment C,"Hubliâ€“Dharwad, Chhattisgarh",,,Alert Data,Firewall
04-06-2022 20:45,140.29.40.43,61.57.62.247,28975,5960,UDP,117,Control,FTP,,75.46,Alert Triggered,Malware,Known Pattern B,Logged,Low,Eva Dalal,Mozilla/5.0 (Android 1.0; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,Segment B,"Sagar, Mizoram",,,,Server
29-12-2022 23:42,76.128.95.185,142.92.111.242,46111,15554,TCP,1271,Control,HTTP,,49.03,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Nehmat Joshi,Opera/8.48.(Windows NT 6.0; mt-MT) Presto/2.9.171 Version/12.00,Segment C,"Medininagar, Gujarat",,,Alert Data,Firewall
14-03-2023 07:27,118.23.216.0,109.17.204.56,5032,1068,TCP,308,Control,DNS,,85.28,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Ojas Ray,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/10.8u7697.0 Mobile/58J944 Safari/534.2",Segment A,"Ichalkaranji, Sikkim",153.251.24.124,,,Server
13-02-2021 16:45,212.153.110.146,59.138.247.230,58316,54095,TCP,545,Data,DNS,,6.44,,DDoS,Known Pattern B,Ignored,Medium,Ela Guha,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ber-DZ) AppleWebKit/535.35.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.35.7",Segment A,"Bidar, Maharashtra",,,Alert Data,Firewall
23-05-2021 16:29,6.64.251.220,137.104.11.138,26896,45972,UDP,572,Control,DNS,,22.17,,DDoS,Known Pattern B,Ignored,Low,Keya Biswas,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.0),Segment B,"Dewas, Uttar Pradesh",172.194.101.64,Log Data,Alert Data,Server
01-12-2022 08:47,170.112.189.99,21.28.78.79,1031,40417,TCP,1474,Control,HTTP,IoC Detected,29.66,,DDoS,Known Pattern B,Logged,Low,Trisha Rajagopal,"Mozilla/5.0 (Linux; Android 4.4) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/16.0.840.0 Safari/534.2",Segment A,"Adoni, Tripura",,,,Firewall
21-07-2022 20:33,50.30.140.36,76.154.100.68,57124,48417,UDP,1363,Data,FTP,IoC Detected,10.75,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Farhan Mahal,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.24.5 (KHTML, like Gecko) Version/5.0.4 Safari/531.24.5",Segment A,"Eluru, Uttarakhand",,Log Data,,Server
09-06-2023 05:57,194.120.14.24,201.55.168.126,32979,3852,UDP,443,Data,DNS,,42.14,Alert Triggered,Malware,Known Pattern B,Ignored,High,Zara Kar,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5; rv:1.9.3.20) Gecko/2197-07-11 00:07:59 Firefox/14.0,Segment A,"Parbhani, Rajasthan",16.90.191.251,Log Data,Alert Data,Server
10-04-2020 18:21,69.29.17.248,85.236.61.31,59738,44531,TCP,1026,Data,FTP,,77.73,,DDoS,Known Pattern B,Logged,Low,Samar Loyal,Opera/9.51.(X11; Linux i686; byn-ER) Presto/2.9.185 Version/12.00,Segment A,"Panvel, West Bengal",,,,Firewall
16-05-2023 13:01,170.211.138.30,172.97.181.148,25022,6593,TCP,554,Control,DNS,IoC Detected,97.82,Alert Triggered,Malware,Known Pattern B,Blocked,High,Aradhya Kamdar,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sk-SK) AppleWebKit/531.45.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.45.6",Segment A,"Amravati, Kerala",95.170.137.42,Log Data,Alert Data,Firewall
08-10-2020 04:34,107.247.253.62,45.35.146.21,10584,23178,ICMP,649,Data,HTTP,IoC Detected,83.36,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Hansh Chaudhari,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7083-06-02 15:24:24 Firefox/3.6.9,Segment C,"Vijayawada, Bihar",197.238.110.123,,Alert Data,Server
20-08-2021 14:42,118.175.170.127,43.100.128.47,23934,57206,TCP,1378,Control,DNS,IoC Detected,40.71,,Malware,Known Pattern A,Blocked,Medium,Nishith Tandon,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.1),Segment C,"Giridih, Chhattisgarh",20.86.235.147,Log Data,Alert Data,Firewall
08-05-2021 04:56,16.65.249.237,24.79.26.247,57819,10509,ICMP,107,Data,HTTP,,1.33,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Ishita Tella,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.0),Segment A,"Nashik, Assam",131.208.67.33,Log Data,,Firewall
18-01-2023 01:12,122.130.86.58,110.54.165.63,49005,19289,ICMP,317,Data,HTTP,IoC Detected,56.92,,DDoS,Known Pattern A,Ignored,Low,Mohanlal Talwar,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0),Segment A,"Medininagar, Himachal Pradesh",79.251.62.155,Log Data,Alert Data,Server
16-04-2021 12:48,193.45.37.6,191.56.96.54,56497,23998,ICMP,875,Data,HTTP,IoC Detected,0.9,,DDoS,Known Pattern B,Blocked,High,Aradhya Yadav,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.30.2 (KHTML, like Gecko) Version/5.0 Safari/532.30.2",Segment B,"Tiruppur, Nagaland",211.236.141.117,,,Server
28-04-2022 14:18,68.123.14.202,168.106.24.90,32348,12619,UDP,576,Data,DNS,,77.7,,DDoS,Known Pattern A,Blocked,Low,Samarth Shenoy,Opera/8.62.(X11; Linux i686; niu-NZ) Presto/2.9.168 Version/10.00,Segment B,"Siliguri, Haryana",,Log Data,,Firewall
20-02-2023 06:41,19.14.168.54,68.144.93.235,23870,21385,TCP,619,Data,FTP,IoC Detected,67.56,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Siya Singhal,Opera/9.85.(Windows NT 6.0; cmn-TW) Presto/2.9.161 Version/11.00,Segment B,"Tiruppur, Bihar",,Log Data,,Server
13-12-2020 02:43,168.159.245.149,211.64.146.125,46895,63852,TCP,1224,Data,HTTP,IoC Detected,91.82,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Urvi Jani,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3684-05-05 05:03:25 Firefox/3.6.10,Segment C,"Guntur, Tamil Nadu",,,Alert Data,Server
20-08-2022 07:46,22.96.76.59,43.219.176.9,11468,31398,TCP,632,Data,FTP,,50.13,,Malware,Known Pattern A,Logged,Low,Faiyaz Singh,Mozilla/5.0 (Windows NT 6.1; uk-UA; rv:1.9.0.20) Gecko/8087-10-21 04:44:05 Firefox/4.0,Segment C,"Bhimavaram, Assam",,Log Data,,Firewall
23-05-2022 04:50,163.93.76.114,36.148.218.135,30954,3615,UDP,670,Control,HTTP,,41.53,,Intrusion,Known Pattern B,Blocked,Low,Piya Gole,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2 rv:3.0; ve-ZA) AppleWebKit/531.23.7 (KHTML, like Gecko) Version/4.1 Safari/531.23.7",Segment A,"Hazaribagh, Uttar Pradesh",,Log Data,,Server
12-01-2020 11:01,37.225.176.201,204.179.190.185,59009,28541,ICMP,88,Data,HTTP,,91.21,,DDoS,Known Pattern B,Blocked,High,Anaya Anand,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/51.0.812.0 Safari/534.2",Segment C,"Vadodara, Himachal Pradesh",,Log Data,,Server
24-03-2021 09:50,123.233.44.106,154.223.194.82,38169,9878,TCP,1497,Control,HTTP,,82.8,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Tara Deol,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.34.5 (KHTML, like Gecko) Version/5.0 Safari/531.34.5",Segment C,"Bhatpara, West Bengal",98.113.146.243,,Alert Data,Server
12-01-2020 19:33,158.145.58.183,82.213.128.111,35384,2184,ICMP,304,Data,DNS,,78.85,,Intrusion,Known Pattern A,Ignored,High,Romil Sami,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; zu-ZA) AppleWebKit/534.7.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.7.3",Segment A,"Noida, Mizoram",122.32.192.199,Log Data,,Firewall
08-10-2021 21:42,193.109.94.146,189.14.24.22,22371,4914,ICMP,1001,Data,HTTP,IoC Detected,50.69,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Zoya Guha,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/6952-11-18 03:21:41 Firefox/3.8,Segment A,"Hospet, Assam",6.126.178.223,,,Firewall
17-08-2022 19:20,122.108.169.214,7.195.147.252,10510,4024,UDP,1352,Data,HTTP,IoC Detected,75.3,,Malware,Known Pattern A,Logged,High,Farhan Bail,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/20.0.803.0 Mobile/91J888 Safari/533.1",Segment B,"Madanapalle, Odisha",,,Alert Data,Server
17-08-2022 02:04,64.58.36.254,179.161.134.184,57482,1091,UDP,548,Data,FTP,,33.08,,DDoS,Known Pattern B,Blocked,Low,Lavanya Sachdeva,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; et-EE) AppleWebKit/532.16.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.16.5",Segment C,"Kalyan-Dombivli, Gujarat",30.88.14.231,,Alert Data,Server
10-03-2020 04:31,61.217.244.146,167.60.226.61,7703,19110,UDP,1114,Data,DNS,,7.27,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Baiju Bandi,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; eu-FR) AppleWebKit/532.17.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.17.5",Segment B,"Visakhapatnam, Maharashtra",21.71.155.63,,Alert Data,Server
20-11-2022 17:53,21.23.245.141,135.172.206.155,33992,31136,TCP,149,Data,DNS,IoC Detected,76.68,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Kanav Datta,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.40.6 (KHTML, like Gecko) Version/4.0.2 Safari/533.40.6",Segment A,"Singrauli, Telangana",,,Alert Data,Server
17-11-2022 22:12,183.2.17.209,205.172.143.0,55666,4791,TCP,548,Data,FTP,IoC Detected,36.22,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Stuvan Sinha,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/30.0.872.0 Mobile/84N386 Safari/535.1",Segment C,"Begusarai, Uttarakhand",,,Alert Data,Firewall
08-01-2022 09:48,89.234.123.19,180.17.247.177,20947,24568,UDP,1106,Control,HTTP,IoC Detected,13.36,Alert Triggered,Malware,Known Pattern A,Logged,High,Mamooty Bhandari,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6118-09-02 08:00:39 Firefox/3.6.3,Segment C,"Pallavaram, Haryana",38.219.87.215,,Alert Data,Firewall
03-03-2020 01:54,157.164.90.122,7.220.81.96,38322,33655,UDP,1290,Control,FTP,IoC Detected,69.01,,Intrusion,Known Pattern B,Ignored,Low,Keya Basak,Mozilla/5.0 (Android 6.0; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,Segment B,"Alwar, Gujarat",,,Alert Data,Server
15-02-2021 05:17,123.185.30.222,22.188.5.93,15973,29809,UDP,190,Data,DNS,IoC Detected,4.74,Alert Triggered,DDoS,Known Pattern B,Logged,High,Divit Sharaf,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/58.0.863.0 Mobile/85V830 Safari/531.1",Segment A,"Thane, Arunachal Pradesh",54.169.213.25,,Alert Data,Firewall
13-09-2020 01:49,185.157.240.136,107.0.155.243,5107,60905,ICMP,995,Control,DNS,,51.66,Alert Triggered,Malware,Known Pattern A,Logged,High,Shray Agrawal,Opera/9.38.(Windows 95; tn-ZA) Presto/2.9.189 Version/11.00,Segment C,"Bangalore, Uttar Pradesh",98.8.33.127,Log Data,,Firewall
25-12-2022 07:20,195.177.54.54,50.191.236.203,15067,58291,TCP,1342,Control,HTTP,IoC Detected,83.86,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Saksham Bansal,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9 rv:4.0; nb-NO) AppleWebKit/533.40.5 (KHTML, like Gecko) Version/5.1 Safari/533.40.5",Segment B,"Tinsukia, Meghalaya",218.15.7.144,Log Data,,Firewall
27-01-2021 22:49,221.219.44.103,36.211.253.244,18782,24516,ICMP,722,Data,HTTP,,79.61,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Emir Krishnan,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0; rv:1.9.4.20) Gecko/7376-12-15 19:07:42 Firefox/3.8,Segment C,"Coimbatore, Tamil Nadu",135.149.249.27,Log Data,Alert Data,Firewall
